date,fund,company,ticker,cusip,shares,"market value ($)","weight (%)"
10/05/2021,ARKQ,"NANO DIMENSION LTD - ADR",NNDM,63008G203,"8,823,213","$47,468,885.94",1.93%
10/05/2021,ARKQ,"BLADE AIR MOBILITY INC",BLDE,092667104,"4,307,556","$43,721,693.40",1.78%
10/05/2021,ARKQ,"CATERPILLAR INC",CAT,149123101,"216,160","$41,746,980.80",1.70%
10/05/2021,ARKQ,"ARCHER AVIATION INC-A",ACHR,03945R102,"4,946,086","$38,826,775.10",1.58%
10/05/2021,ARKQ,"BAIDU INC - SPON ADR",BIDU,056752108,"233,070","$34,119,117.30",1.39%
10/05/2021,ARKQ,"ELBIT SYSTEMS LTD",ESLT,M3760D101,"233,623","$33,349,683.25",1.35%
10/05/2021,ARKQ,"TELEDYNE TECHNOLOGIES INC",TDY,879360105,"72,152","$31,002,271.36",1.26%
10/05/2021,ARKQ,"2U INC",TWOU,90214J101,"816,823","$27,731,140.85",1.13%
10/05/2021,ARKQ,"MATERIALISE NV-ADR",MTLS,57667T100,"1,390,734","$26,326,594.62",1.07%
10/05/2021,ARKQ,"SYNOPSYS INC",SNPS,871607107,"88,107","$25,484,949.75",1.04%
10/05/2021,ARKQ,"PROTO LABS INC",PRLB,743713109,"382,494","$24,804,735.90",1.01%
10/05/2021,ARKQ,"VELO3D INC",VLD,92259N104,"3,230,451","$24,874,472.70",1.01%
10/05/2021,ARKQ,"ANSYS INC",ANSS,03662Q105,"72,841","$24,401,006.59",0.99%
10/05/2021,ARKQ,"PALANTIR TECHNOLOGIES INC-A",PLTR,69608A108,"1,056,654","$24,482,673.18",0.99%
10/05/2021,ARKQ,"VUZIX CORP",VUZI,92921W300,"2,368,455","$23,424,019.95",0.95%
10/05/2021,ARKQ,"STRATASYS LTD",SSYS,M85548101,"1,032,239","$22,409,908.69",0.91%
10/05/2021,ARKQ,"BYD CO LTD-UNSPONSORED ADR",BYDDY,05606L100,"330,188","$20,257,033.80",0.82%
10/05/2021,ARKQ,"DREYFUS GOVT CASH MAN INS",,X9USDDGCM,"9,782,290","$9,782,289.66",0.40%
10/05/2021,ARKQ,"ORGANOVO HOLDINGS INC","ONVO ",68620A203,"133,960","$889,494.40",0.04%
10/05/2021,ARKQ,"NXP SEMICONDUCTORS NV",NXPI,N6596X109,"2,351","$444,221.45",0.02%
"The principal risks of investing in ARK ETFs include equity, market, management and non-diversification risks, as well as fluctuations in market value and net asset value ('NAV'). Investors should carefully consider the investment objectives and risks as well as charges and expenses of an ETF before investing. This and other information are contained in each ETF's prospectus, which may be obtained by contacting the ETF's transfer agent The Bank of New York Mellon or by clicking here. Please read the prospectus carefully before you invest. The market price of ETF shares may differ significantly from their NAV during periods of market volatility. ETF shares may only be redeemed directly with the ETF at NAV by Authorized Participants, in very large creation units. Holdings are subject to change without notice and are not a recommendation to buy or sell any security. There can be no guarantee that an active trading market for ETF shares will develop or be maintained, or that their listing will continue or remain unchanged. Buying or selling ETF shares on an exchange may require the payment of brokerage commissions and frequent trading may incur brokerage costs that detract significantly from investment returns. Copyright 2021, ARK Investment Management LLC. All content is original and has been researched and produced by ARK Investment Management LLC unless otherwise stated. No part of this content may be reproduced in any form, or referred to in any other publication, without the express written permission of ARK Investment Management LLC. All statements made regarding companies, securities or other financial information on this site or any sites or articles relating to ARK Investment Management LLC are strictly beliefs and points of view held by ARK Investment Management and are subject to change without notice. Information contained herein has been obtained from sources believed to be reliable, but not guaranteed. This material has been distributed for informational purposes only and should not be considered as investment advice or a recommendation of any particular security, strategy or investment product."
